,customer_id,offer_id,offer_received,offer_viewed,offer_completed,time_received,time_viewed,time_completed,offer_duration
2643,660,10,2.0,1.0,1.0,504,690,714,168
2645,661,2,1.0,1.0,0.0,168,300,0,120
2646,661,3,1.0,0.0,0.0,576,0,0,96
2647,661,4,1.0,0.0,0.0,504,0,0,168
2648,661,5,2.0,0.0,0.0,0,0,0,240
2650,662,4,1.0,0.0,0.0,0,0,0,168
2651,662,5,1.0,0.0,0.0,504,0,0,240
2652,662,6,1.0,1.0,0.0,408,408,0,168
2653,662,7,1.0,1.0,0.0,168,174,0,240
2654,662,9,1.0,0.0,0.0,336,0,0,120
2656,663,5,1.0,1.0,1.0,408,480,498,240
2657,663,8,1.0,1.0,0.0,0,18,0,72
2658,663,10,1.0,0.0,1.0,576,0,618,168
2660,664,2,1.0,1.0,0.0,576,648,0,120
2661,664,3,1.0,1.0,0.0,168,192,0,96
2662,664,5,1.0,0.0,0.0,408,0,0,240
2663,664,7,1.0,1.0,0.0,504,546,0,240
2665,665,4,1.0,0.0,0.0,504,0,0,168
2666,665,7,2.0,1.0,0.0,0,48,0,240
2667,665,8,1.0,1.0,0.0,168,204,0,72
2669,666,1,2.0,2.0,1.0,408,462,624,168
2670,666,3,1.0,0.0,0.0,168,0,0,96
2671,666,4,1.0,0.0,0.0,0,0,0,168
2673,667,1,1.0,1.0,0.0,168,180,0,168
2674,667,5,1.0,0.0,0.0,336,0,0,240
2675,667,10,1.0,1.0,0.0,0,36,0,168
2677,668,6,2.0,2.0,2.0,168,168,186,168
2678,668,8,1.0,1.0,0.0,576,600,0,72
2679,668,9,1.0,1.0,1.0,0,0,54,120
2681,669,1,1.0,1.0,1.0,336,348,348,168
2682,669,2,2.0,2.0,2.0,0,18,66,120
2683,669,9,1.0,1.0,1.0,576,576,606,120
2685,670,2,1.0,1.0,1.0,408,408,444,120
2686,670,4,1.0,1.0,1.0,504,504,528,168
2687,670,6,1.0,1.0,1.0,168,168,186,168
2688,670,7,1.0,1.0,1.0,0,0,6,240
2689,670,9,1.0,1.0,1.0,336,348,342,120
2691,671,1,1.0,1.0,1.0,168,174,174,168
2692,671,2,3.0,3.0,3.0,0,30,54,120
2693,671,9,1.0,1.0,1.0,504,540,540,120
2695,672,1,1.0,1.0,0.0,408,456,0,168
2696,672,5,2.0,1.0,0.0,0,528,0,240
2697,672,6,1.0,1.0,1.0,168,168,324,168
2698,672,7,2.0,2.0,0.0,336,336,0,240
2700,673,2,2.0,2.0,2.0,336,336,354,120
2701,673,4,1.0,0.0,1.0,408,0,420,168
2702,673,7,1.0,0.0,1.0,0,0,12,240
2703,673,10,1.0,0.0,1.0,168,0,288,168
2705,674,2,1.0,1.0,0.0,168,186,0,120
2706,674,3,1.0,0.0,0.0,504,0,0,96
2707,674,7,1.0,1.0,0.0,336,348,0,240
2708,674,8,1.0,1.0,0.0,408,420,0,72
2710,675,1,2.0,2.0,2.0,168,186,198,168
2711,675,2,2.0,2.0,2.0,336,342,360,120
2713,676,1,1.0,1.0,1.0,576,588,594,168
2714,676,3,1.0,0.0,0.0,408,0,0,96
2715,676,9,2.0,2.0,1.0,168,252,528,120
2716,676,10,1.0,0.0,0.0,0,0,0,168
2718,677,2,1.0,1.0,1.0,504,504,546,120
2719,677,5,1.0,1.0,1.0,408,498,408,240
2720,677,8,2.0,1.0,0.0,168,696,0,72
2721,677,9,1.0,1.0,1.0,0,0,66,120
2722,677,10,1.0,1.0,1.0,336,348,336,168
2724,678,2,2.0,2.0,2.0,336,348,384,120
2725,678,5,1.0,0.0,1.0,504,0,678,240
2726,678,6,1.0,1.0,1.0,0,6,150,168
2727,678,10,1.0,1.0,1.0,408,456,426,168
2729,679,2,1.0,1.0,1.0,408,414,414,120
2730,679,4,1.0,1.0,1.0,0,18,30,168
2731,679,7,1.0,1.0,1.0,168,174,168,240
2733,680,3,1.0,1.0,0.0,0,96,0,96
2734,680,4,1.0,0.0,0.0,168,0,0,168
2736,681,1,1.0,1.0,0.0,0,0,0,168
2737,681,3,2.0,1.0,0.0,336,420,0,96
2738,681,7,1.0,1.0,0.0,576,582,0,240
2740,682,2,2.0,2.0,2.0,336,372,354,120
2741,682,4,1.0,1.0,1.0,168,174,198,168
2742,682,5,1.0,0.0,1.0,0,0,216,240
2744,683,1,1.0,1.0,0.0,504,510,0,168
2745,683,3,1.0,0.0,0.0,576,0,0,96
2746,683,6,2.0,2.0,2.0,0,42,12,168
2747,683,9,1.0,1.0,1.0,336,336,414,120
2749,684,4,1.0,1.0,1.0,504,522,606,168
2750,684,5,3.0,0.0,3.0,168,0,210,240
2751,684,10,1.0,0.0,1.0,0,0,48,168
2753,686,3,1.0,0.0,0.0,336,0,0,96
2754,686,6,1.0,1.0,1.0,504,510,540,168
2755,686,8,1.0,1.0,0.0,576,594,0,72
2756,686,9,1.0,1.0,1.0,0,36,42,120
2758,687,1,1.0,1.0,1.0,0,18,60,168
2759,687,2,1.0,1.0,0.0,336,456,0,120
2760,687,8,1.0,1.0,0.0,168,228,0,72
2762,688,2,1.0,1.0,1.0,168,174,186,120
2763,688,6,1.0,1.0,1.0,504,510,528,168
2764,688,8,1.0,1.0,0.0,336,336,0,72
2765,688,9,2.0,2.0,2.0,0,18,24,120
2767,689,3,2.0,2.0,0.0,168,168,0,96
2768,689,4,2.0,1.0,2.0,336,336,366,168
2769,689,6,1.0,1.0,0.0,0,0,0,168
2770,689,9,1.0,1.0,0.0,504,504,0,120
2772,690,2,1.0,1.0,0.0,168,168,0,120
2773,690,3,2.0,1.0,0.0,408,486,0,96
2774,690,7,1.0,1.0,0.0,336,348,0,240
2775,690,9,1.0,1.0,0.0,0,6,0,120
2777,691,3,1.0,1.0,0.0,168,246,0,96
2778,691,4,1.0,1.0,0.0,576,612,0,168
2779,691,6,1.0,1.0,1.0,336,342,468,168
2780,691,9,2.0,2.0,1.0,0,0,468,120
2782,692,1,1.0,0.0,1.0,504,0,642,168
2783,692,5,1.0,1.0,1.0,168,216,306,240
2784,692,7,1.0,1.0,1.0,336,366,408,240
2785,692,8,1.0,1.0,0.0,408,462,0,72
2786,692,10,1.0,1.0,1.0,576,672,642,168
2788,693,1,1.0,1.0,0.0,0,6,0,168
2789,693,4,2.0,0.0,0.0,408,0,0,168
2790,693,5,1.0,0.0,0.0,336,0,0,240
2791,693,8,1.0,1.0,0.0,168,210,0,72
2793,694,2,1.0,1.0,0.0,0,0,0,120
2794,694,5,1.0,0.0,0.0,504,0,0,240
2795,694,6,2.0,2.0,1.0,168,216,648,168
2797,695,1,1.0,1.0,1.0,0,12,132,168
2798,695,3,1.0,1.0,0.0,408,432,0,96
2799,695,7,1.0,1.0,1.0,504,504,504,240
2800,695,8,1.0,1.0,0.0,336,348,0,72
2801,695,10,1.0,1.0,1.0,168,168,216,168
2803,696,1,1.0,1.0,1.0,336,408,444,168
2804,696,2,2.0,2.0,2.0,0,42,66,120
2805,696,8,1.0,1.0,0.0,504,510,0,72
2807,697,1,1.0,1.0,0.0,0,66,0,168
2808,697,7,2.0,2.0,2.0,336,342,342,240
2809,697,9,2.0,2.0,2.0,168,186,180,120
2810,697,10,1.0,0.0,1.0,576,0,624,168
2812,698,1,1.0,1.0,0.0,336,402,0,168
2813,698,3,1.0,0.0,0.0,0,0,0,96
2814,698,4,1.0,0.0,0.0,576,0,0,168
2815,698,10,2.0,0.0,0.0,168,0,0,168
2817,699,1,2.0,2.0,0.0,168,186,0,168
2818,699,4,1.0,0.0,0.0,0,0,0,168
2819,699,5,1.0,0.0,0.0,504,0,0,240
2820,699,7,1.0,1.0,0.0,576,576,0,240
2821,699,10,1.0,0.0,0.0,408,0,0,168
2823,700,1,1.0,1.0,1.0,168,354,282,168
2824,700,5,1.0,1.0,1.0,0,126,48,240
2825,700,6,1.0,1.0,1.0,408,432,498,168
2826,700,8,1.0,1.0,0.0,504,534,0,72
2827,700,10,1.0,0.0,1.0,576,0,660,168
2829,701,2,1.0,1.0,0.0,0,24,0,120
2830,701,3,2.0,0.0,0.0,168,0,0,96
2831,701,4,1.0,0.0,1.0,408,0,426,168
2832,701,6,1.0,1.0,0.0,504,528,0,168
2833,701,9,1.0,1.0,1.0,336,342,426,120
2835,702,7,2.0,2.0,2.0,336,342,378,240
2836,702,8,1.0,1.0,0.0,408,420,0,72
2837,702,10,2.0,0.0,2.0,0,0,114,168
2839,703,1,1.0,1.0,0.0,168,168,0,168
2840,703,2,1.0,1.0,0.0,0,102,0,120
2841,703,5,1.0,0.0,0.0,336,0,0,240
2842,703,10,2.0,0.0,1.0,408,0,528,168
2844,704,1,1.0,1.0,0.0,408,408,0,168
2845,704,3,2.0,1.0,0.0,0,54,0,96
2846,704,7,2.0,2.0,1.0,168,180,372,240
2847,704,8,1.0,1.0,0.0,504,510,0,72
2849,705,5,2.0,0.0,0.0,168,0,0,240
2850,705,6,1.0,1.0,0.0,408,420,0,168
2851,705,8,1.0,1.0,0.0,336,354,0,72
2852,705,10,1.0,0.0,0.0,0,0,0,168
2854,707,1,1.0,1.0,0.0,336,444,0,168
2855,707,2,1.0,1.0,0.0,504,510,0,120
2856,707,3,2.0,2.0,0.0,168,168,0,96
2857,707,10,1.0,1.0,1.0,0,0,0,168
2859,708,3,1.0,1.0,0.0,336,336,0,96
2860,708,4,1.0,1.0,1.0,408,408,486,168
2861,708,5,1.0,0.0,1.0,504,0,546,240
2862,708,7,1.0,1.0,1.0,576,600,684,240
2863,708,10,1.0,1.0,1.0,0,42,138,168
2865,709,1,1.0,1.0,0.0,336,384,0,168
2866,709,6,2.0,2.0,2.0,504,510,534,168
2867,709,9,2.0,2.0,1.0,168,216,234,120
2869,710,1,1.0,1.0,0.0,408,480,0,168
2870,710,3,1.0,1.0,0.0,504,642,0,96
2871,710,8,2.0,2.0,0.0,0,162,0,72
2873,711,5,1.0,1.0,1.0,168,174,210,240
2874,711,6,1.0,1.0,0.0,504,504,0,168
2875,711,8,1.0,1.0,0.0,0,66,0,72
2876,711,9,1.0,1.0,0.0,408,408,0,120
2878,712,1,1.0,0.0,1.0,504,0,516,168
2879,712,2,2.0,2.0,2.0,0,0,0,120
2880,712,9,1.0,1.0,1.0,168,180,186,120
2882,713,1,2.0,1.0,2.0,408,642,486,168
2883,713,9,1.0,1.0,0.0,336,342,0,120
2884,713,10,1.0,1.0,1.0,504,504,654,168
2886,714,3,2.0,0.0,0.0,0,0,0,96
2887,714,4,1.0,0.0,0.0,336,0,0,168
2888,714,9,1.0,1.0,0.0,408,432,0,120
2889,714,10,2.0,2.0,2.0,168,210,228,168
2891,715,2,2.0,1.0,2.0,168,186,210,120
2892,715,4,1.0,1.0,1.0,504,504,510,168
2893,715,5,1.0,1.0,1.0,408,414,438,240
2894,715,9,1.0,1.0,1.0,336,336,372,120
2896,716,1,1.0,1.0,0.0,408,408,0,168
2897,716,3,2.0,1.0,0.0,168,252,0,96
2898,716,9,1.0,1.0,0.0,0,24,0,120
2900,717,2,1.0,1.0,1.0,336,354,426,120
2901,717,4,1.0,0.0,1.0,408,0,426,168
2902,717,7,1.0,1.0,1.0,576,576,684,240
2903,717,8,1.0,1.0,0.0,504,564,0,72
2904,717,9,1.0,1.0,1.0,0,36,54,120
2906,718,1,1.0,1.0,0.0,576,576,0,168
2907,718,3,1.0,1.0,0.0,504,564,0,96
2908,718,4,1.0,0.0,1.0,408,0,474,168
2909,718,7,1.0,1.0,1.0,0,0,72,240
2910,718,8,1.0,1.0,0.0,336,342,0,72
2912,719,4,1.0,0.0,1.0,408,0,558,168
2913,719,5,1.0,0.0,0.0,0,0,0,240
2914,719,6,1.0,1.0,0.0,336,336,0,168
2915,719,7,1.0,1.0,1.0,168,204,288,240
2916,719,8,1.0,1.0,0.0,576,594,0,72
2917,719,9,1.0,1.0,1.0,504,558,558,120
2919,720,1,1.0,1.0,1.0,408,432,450,168
2920,720,2,2.0,2.0,2.0,168,168,246,120
2921,720,3,1.0,1.0,0.0,336,336,0,96
2922,720,4,1.0,1.0,1.0,576,582,618,168
2924,722,3,1.0,0.0,0.0,336,0,0,96
2925,722,4,1.0,1.0,0.0,576,600,0,168
2926,722,7,1.0,1.0,0.0,504,504,0,240
2927,722,9,2.0,2.0,1.0,168,246,174,120
2928,722,10,1.0,1.0,0.0,0,0,0,168
2930,723,2,1.0,1.0,1.0,504,510,534,120
2931,723,3,1.0,1.0,0.0,168,276,0,96
2932,723,7,1.0,1.0,1.0,408,408,444,240
2933,723,8,2.0,2.0,0.0,0,156,0,72
2935,724,5,1.0,0.0,1.0,576,0,654,240
2936,724,7,1.0,1.0,1.0,504,504,540,240
2937,724,10,1.0,1.0,1.0,0,6,72,168
2939,725,2,1.0,1.0,0.0,168,180,0,120
2940,725,3,1.0,1.0,0.0,0,36,0,96
2941,725,5,1.0,0.0,0.0,336,0,0,240
2942,725,7,1.0,1.0,0.0,576,642,0,240
2944,726,6,1.0,1.0,0.0,168,234,0,168
2945,726,7,2.0,1.0,0.0,504,642,0,240
2946,726,9,1.0,1.0,0.0,0,24,0,120
2947,726,10,1.0,0.0,0.0,408,0,0,168
2949,727,3,1.0,1.0,0.0,408,408,0,96
2950,727,9,2.0,2.0,0.0,0,6,0,120
2952,728,2,1.0,1.0,1.0,576,582,666,120
2953,728,6,2.0,1.0,1.0,168,174,192,168
2954,728,7,1.0,1.0,0.0,336,348,0,240
2955,728,8,1.0,1.0,0.0,504,522,0,72
2956,728,10,1.0,1.0,0.0,0,6,0,168
2958,730,4,1.0,0.0,0.0,336,0,0,168
2959,730,5,1.0,0.0,0.0,0,0,0,240
2960,730,7,1.0,1.0,1.0,576,576,672,240
2961,730,8,1.0,1.0,0.0,504,522,0,72
2962,730,9,1.0,1.0,0.0,408,450,0,120
2963,730,10,1.0,1.0,1.0,168,198,246,168
2965,731,1,1.0,1.0,0.0,504,510,0,168
2966,731,2,1.0,1.0,0.0,336,390,0,120
2967,731,5,1.0,0.0,0.0,408,0,0,240
2968,731,7,1.0,1.0,1.0,0,24,90,240
2969,731,8,1.0,1.0,0.0,576,624,0,72
2970,731,10,1.0,0.0,0.0,168,0,0,168
2972,733,1,1.0,1.0,0.0,576,582,0,168
2973,733,4,1.0,1.0,0.0,168,372,0,168
2974,733,5,1.0,0.0,0.0,408,0,0,240
2975,733,8,1.0,1.0,0.0,0,0,0,72
2977,734,1,1.0,1.0,0.0,168,192,0,168
2978,734,5,1.0,0.0,0.0,0,0,0,240
2979,734,7,1.0,1.0,1.0,408,414,480,240
2980,734,9,2.0,2.0,2.0,504,504,576,120
2982,736,1,1.0,1.0,1.0,168,192,186,168
2983,736,2,1.0,1.0,0.0,0,36,0,120
2984,736,4,1.0,0.0,1.0,504,0,630,168
2985,736,9,1.0,1.0,0.0,408,420,0,120
2986,736,10,2.0,0.0,2.0,336,0,468,168
2988,737,1,1.0,1.0,0.0,576,630,0,168
2989,737,2,1.0,1.0,0.0,336,342,0,120
2990,737,6,1.0,1.0,1.0,168,174,324,168
2991,737,8,2.0,2.0,0.0,0,6,0,72
2992,737,9,1.0,1.0,0.0,504,510,0,120
2994,738,2,2.0,2.0,2.0,168,174,192,120
2995,738,3,1.0,1.0,0.0,576,588,0,96
2996,738,8,1.0,1.0,0.0,504,516,0,72
2997,738,10,1.0,1.0,1.0,0,18,30,168
2999,739,2,2.0,2.0,1.0,408,438,582,120
3000,739,3,1.0,1.0,0.0,336,372,0,96
3001,739,7,1.0,1.0,1.0,168,270,330,240
3002,739,8,2.0,2.0,0.0,0,6,0,72
3004,740,1,1.0,1.0,0.0,504,546,0,168
3005,740,6,2.0,2.0,2.0,168,174,204,168
3006,740,7,1.0,1.0,1.0,336,348,474,240
3007,740,8,1.0,1.0,0.0,0,12,0,72
3009,741,3,2.0,2.0,0.0,0,60,0,96
3010,741,10,2.0,1.0,1.0,336,594,636,168
3012,742,1,2.0,2.0,0.0,336,336,0,168
3013,742,7,1.0,1.0,1.0,408,408,468,240
3014,742,9,2.0,2.0,2.0,0,18,66,120
3016,743,2,1.0,1.0,0.0,504,504,0,120
3017,743,3,1.0,0.0,0.0,408,0,0,96
3018,743,4,1.0,0.0,1.0,336,0,468,168
3019,743,7,1.0,1.0,0.0,168,192,0,240
3020,743,9,1.0,1.0,0.0,0,0,0,120
3022,744,1,1.0,1.0,1.0,576,636,648,168
3023,744,4,1.0,1.0,1.0,408,426,420,168
3024,744,5,1.0,1.0,0.0,0,234,0,240
3025,744,9,2.0,2.0,1.0,336,348,420,120
3027,745,6,2.0,2.0,2.0,504,504,516,168
3028,745,7,1.0,1.0,1.0,336,342,516,240
3029,745,9,1.0,1.0,0.0,168,198,0,120
3030,745,10,1.0,1.0,1.0,408,414,516,168
3032,747,5,1.0,0.0,0.0,336,0,0,240
3033,747,7,1.0,1.0,1.0,408,420,534,240
3034,747,9,1.0,1.0,0.0,504,546,0,120
3035,747,10,1.0,1.0,1.0,576,606,684,168
3037,748,3,3.0,3.0,0.0,0,0,0,96
3038,748,7,1.0,1.0,0.0,408,492,0,240
3039,748,9,1.0,1.0,0.0,504,522,0,120
3040,748,10,1.0,1.0,1.0,168,204,192,168
3042,749,1,1.0,1.0,0.0,168,186,0,168
3043,749,2,1.0,1.0,1.0,408,438,492,120
3044,749,4,1.0,0.0,1.0,336,0,348,168
3045,749,6,1.0,1.0,1.0,504,546,546,168
3046,749,9,1.0,1.0,1.0,0,114,108,120
3048,750,5,2.0,0.0,1.0,408,0,450,240
3049,750,9,2.0,2.0,1.0,0,78,378,120
3050,750,10,1.0,0.0,0.0,504,0,0,168
3052,751,1,1.0,1.0,1.0,408,420,426,168
3053,751,6,1.0,1.0,0.0,504,522,0,168
3054,751,8,2.0,1.0,0.0,168,588,0,72
3055,751,9,1.0,1.0,0.0,0,84,0,120
3057,752,2,1.0,1.0,0.0,336,366,0,120
3058,752,6,1.0,1.0,1.0,504,504,516,168
3059,752,10,2.0,1.0,1.0,0,54,84,168
3061,753,3,1.0,1.0,0.0,0,24,0,96
3062,753,5,1.0,0.0,1.0,336,0,444,240
3063,753,8,2.0,2.0,0.0,408,450,0,72
3065,754,2,1.0,0.0,1.0,504,0,516,120
3066,754,5,1.0,0.0,1.0,336,0,468,240
3067,754,7,1.0,1.0,1.0,576,588,624,240
3068,754,10,1.0,0.0,0.0,0,0,0,168
3070,755,8,1.0,1.0,0.0,504,522,0,72
3071,755,10,3.0,1.0,0.0,0,354,0,168
3072,756,5,1.0,0.0,0.0,336,0,0,240
3073,756,6,1.0,1.0,0.0,168,180,0,168
3074,756,10,1.0,1.0,0.0,0,6,0,168
3076,757,1,1.0,1.0,0.0,0,36,0,168
3077,757,2,2.0,1.0,0.0,336,342,0,120
3078,757,3,1.0,0.0,0.0,168,0,0,96
3079,757,5,1.0,0.0,0.0,576,0,0,240
3081,758,5,1.0,0.0,0.0,504,0,0,240
3082,758,7,3.0,3.0,2.0,168,222,312,240
3084,759,2,1.0,1.0,1.0,408,414,438,120
3085,759,3,1.0,1.0,0.0,168,186,0,96
3086,759,4,1.0,1.0,1.0,576,576,582,168
3087,759,6,1.0,1.0,1.0,336,342,402,168
3088,759,10,1.0,1.0,1.0,504,564,510,168
3090,762,1,1.0,1.0,1.0,336,348,414,168
3091,762,3,2.0,1.0,0.0,504,630,0,96
3092,762,6,1.0,1.0,1.0,408,408,414,168
3093,762,8,1.0,1.0,0.0,0,24,0,72
3095,763,2,1.0,1.0,1.0,168,204,210,120
3096,763,4,1.0,0.0,1.0,336,0,396,168
3097,763,5,1.0,0.0,1.0,0,0,210,240
3098,763,7,1.0,1.0,1.0,408,480,540,240
3099,763,9,1.0,1.0,1.0,576,588,576,120
3101,765,7,2.0,2.0,1.0,0,12,48,240
3102,765,8,1.0,0.0,0.0,168,0,0,72
3103,765,10,1.0,1.0,0.0,408,618,0,168
3105,766,1,1.0,1.0,0.0,168,174,0,168
3106,766,2,1.0,1.0,0.0,576,588,0,120
3107,766,3,1.0,1.0,0.0,336,372,0,96
3108,766,8,1.0,0.0,0.0,408,0,0,72
3109,766,9,1.0,1.0,0.0,0,12,0,120
3111,767,3,1.0,0.0,0.0,168,0,0,96
3112,767,7,3.0,2.0,1.0,0,432,684,240
3113,767,8,1.0,1.0,0.0,336,354,0,72
3114,767,10,1.0,0.0,0.0,504,0,0,168
3116,768,4,1.0,1.0,1.0,0,24,66,168
3117,768,7,1.0,1.0,1.0,504,516,534,240
3118,768,8,1.0,1.0,0.0,336,336,0,72
3119,768,9,2.0,2.0,2.0,408,408,414,120
3121,769,6,1.0,1.0,1.0,504,528,594,168
3122,769,8,4.0,3.0,0.0,0,102,0,72
3124,770,4,3.0,2.0,3.0,0,66,36,168
3125,770,7,1.0,1.0,1.0,168,174,240,240
3126,770,8,2.0,1.0,0.0,336,546,0,72
3128,771,2,1.0,1.0,1.0,336,342,354,120
3129,771,4,1.0,0.0,1.0,168,0,210,168
3130,771,5,1.0,0.0,1.0,408,0,456,240
3131,771,6,1.0,1.0,1.0,0,24,150,168
3132,771,10,2.0,2.0,2.0,504,516,522,168
3134,773,2,2.0,2.0,2.0,336,342,348,120
3135,773,3,1.0,1.0,0.0,0,78,0,96
3136,773,6,1.0,1.0,1.0,168,180,300,168
3137,773,7,1.0,1.0,1.0,576,588,594,240
3139,774,5,1.0,0.0,0.0,408,0,0,240
3140,774,7,1.0,1.0,1.0,504,546,642,240
3141,774,9,2.0,2.0,0.0,0,18,0,120
3143,775,2,1.0,1.0,1.0,0,24,6,120
3144,775,5,1.0,1.0,0.0,168,312,0,240
3145,775,7,1.0,1.0,1.0,504,510,558,240
3146,775,10,2.0,2.0,2.0,408,420,558,168
3148,776,2,2.0,2.0,1.0,168,174,174,120
3149,776,3,2.0,1.0,0.0,0,48,0,96
3150,776,10,1.0,0.0,1.0,576,0,612,168
3152,777,1,1.0,1.0,1.0,0,126,168,168
3153,777,2,1.0,1.0,1.0,336,348,378,120
3154,777,4,1.0,1.0,1.0,504,558,540,168
3155,777,5,1.0,0.0,1.0,408,0,414,240
3156,777,10,1.0,1.0,1.0,168,174,168,168
3158,778,2,1.0,1.0,1.0,168,174,192,120
3159,778,3,1.0,1.0,0.0,576,666,0,96
3160,778,4,1.0,0.0,1.0,0,0,36,168
3161,778,6,1.0,1.0,1.0,408,420,426,168
3162,778,7,1.0,1.0,1.0,336,354,354,240
3163,778,10,1.0,1.0,1.0,504,528,540,168
3165,779,3,1.0,0.0,0.0,408,0,0,96
3166,779,5,1.0,1.0,1.0,0,90,114,240
3167,779,6,1.0,1.0,1.0,336,348,360,168
3168,779,7,1.0,1.0,1.0,168,198,198,240
3169,779,10,1.0,0.0,0.0,504,0,0,168
3171,781,1,2.0,1.0,0.0,0,36,0,168
3172,781,5,1.0,0.0,0.0,168,0,0,240
3173,781,7,1.0,1.0,0.0,576,582,0,240
3174,781,10,1.0,0.0,0.0,408,0,0,168
3176,784,3,2.0,1.0,0.0,168,174,0,96
3177,784,8,1.0,1.0,0.0,0,6,0,72
3178,784,9,1.0,1.0,1.0,504,546,504,120
3179,784,10,1.0,1.0,1.0,336,342,504,168
3181,786,1,1.0,0.0,1.0,336,0,390,168
3182,786,5,1.0,0.0,1.0,168,0,390,240
3183,786,8,1.0,1.0,0.0,408,408,0,72
3184,786,9,1.0,1.0,1.0,504,528,540,120
3185,786,10,1.0,0.0,1.0,576,0,624,168
3187,788,2,2.0,2.0,1.0,0,6,6,120
3188,788,5,1.0,1.0,1.0,168,252,300,240
3189,788,9,2.0,2.0,2.0,408,408,408,120
3191,789,3,1.0,0.0,0.0,168,0,0,96
3192,789,8,2.0,2.0,0.0,336,372,0,72
3193,789,10,1.0,0.0,1.0,408,0,516,168
3195,790,10,1.0,1.0,1.0,0,24,102,168
3197,792,1,1.0,1.0,0.0,576,582,0,168
3198,792,7,1.0,1.0,1.0,336,360,468,240
3199,792,8,1.0,1.0,0.0,168,222,0,72
3200,792,9,1.0,1.0,0.0,504,516,0,120
3201,792,10,2.0,0.0,1.0,0,0,468,168
3203,793,3,1.0,0.0,0.0,408,0,0,96
3204,793,4,1.0,0.0,1.0,0,0,0,168
3205,793,10,2.0,0.0,0.0,168,0,0,168
3207,794,9,2.0,1.0,2.0,336,360,366,120
3208,794,10,2.0,1.0,2.0,408,420,528,168
3210,795,1,2.0,2.0,0.0,408,408,0,168
3211,795,7,1.0,1.0,1.0,168,192,402,240
3212,795,10,1.0,1.0,0.0,0,126,0,168
3214,796,6,2.0,2.0,2.0,168,168,180,168
3215,796,7,1.0,0.0,1.0,504,0,558,240
3216,796,9,1.0,1.0,1.0,336,378,402,120
3218,798,4,2.0,0.0,2.0,0,0,144,168
3219,798,6,1.0,1.0,1.0,504,552,636,168
3220,798,7,2.0,2.0,2.0,168,246,228,240
3222,799,3,2.0,0.0,0.0,168,0,0,96
3224,800,1,1.0,1.0,1.0,168,168,336,168
3225,800,3,1.0,1.0,0.0,336,336,0,96
3226,800,5,1.0,0.0,1.0,408,0,474,240
3227,800,7,1.0,1.0,1.0,504,504,546,240
3228,800,10,1.0,1.0,1.0,576,576,576,168
3230,801,3,1.0,1.0,0.0,504,516,0,96
3231,801,4,1.0,0.0,1.0,408,0,450,168
3232,801,6,1.0,1.0,1.0,576,588,600,168
3233,801,8,1.0,1.0,0.0,0,12,0,72
3235,802,1,1.0,1.0,1.0,408,474,432,168
3236,802,4,1.0,1.0,1.0,0,66,78,168
3237,802,5,1.0,0.0,0.0,168,0,0,240
3238,802,8,2.0,2.0,0.0,504,528,0,72
3240,803,2,1.0,1.0,1.0,576,576,612,120
3241,803,6,1.0,1.0,1.0,0,24,36,168
3242,803,8,2.0,2.0,0.0,168,198,0,72
3243,803,9,1.0,1.0,1.0,336,372,420,120
3245,804,4,1.0,1.0,1.0,336,492,450,168
3246,804,5,1.0,0.0,1.0,0,0,198,240
3247,804,7,1.0,1.0,1.0,504,588,630,240
3249,806,5,2.0,2.0,2.0,504,534,606,240
3250,806,7,1.0,1.0,1.0,0,0,30,240
3251,806,8,2.0,2.0,0.0,336,336,0,72
3252,806,10,1.0,1.0,1.0,168,198,336,168
3254,807,1,1.0,1.0,1.0,576,576,606,168
3255,807,4,1.0,1.0,1.0,408,438,438,168
3256,807,5,1.0,1.0,1.0,168,216,210,240
3257,807,7,1.0,1.0,1.0,504,510,510,240
3258,807,9,1.0,1.0,1.0,336,336,342,120
3260,808,3,1.0,1.0,0.0,336,366,0,96
3261,808,4,1.0,0.0,1.0,168,0,180,168
3262,808,6,1.0,1.0,1.0,504,504,600,168
3263,808,9,1.0,1.0,1.0,0,12,6,120
3265,809,1,1.0,1.0,1.0,504,540,564,168
3266,809,4,2.0,1.0,2.0,0,330,0,168
3267,809,5,1.0,0.0,1.0,408,0,540,240
3269,810,1,1.0,1.0,0.0,336,360,0,168
3270,810,4,1.0,0.0,1.0,504,0,576,168
3271,810,6,1.0,1.0,1.0,576,600,618,168
3272,810,10,1.0,1.0,1.0,168,174,336,168
3274,811,7,2.0,2.0,2.0,336,402,384,240
3275,811,9,1.0,1.0,1.0,504,528,528,120
3277,812,2,1.0,1.0,1.0,168,192,240,120
3278,812,3,1.0,0.0,0.0,336,0,0,96
3279,812,7,2.0,2.0,2.0,0,24,84,240
3280,812,9,1.0,1.0,1.0,576,606,648,120
3281,812,10,1.0,0.0,1.0,504,0,648,168
3283,813,4,1.0,0.0,0.0,336,0,0,168
3284,813,7,1.0,1.0,1.0,576,612,630,240
3285,813,8,1.0,1.0,0.0,0,120,0,72
3286,813,10,2.0,0.0,1.0,168,0,534,168
3288,814,3,1.0,0.0,0.0,504,0,0,96
3289,814,6,1.0,1.0,0.0,408,432,0,168
3290,814,8,1.0,1.0,0.0,336,354,0,72
3291,814,9,1.0,1.0,0.0,0,48,0,120
3292,814,10,1.0,0.0,0.0,576,0,0,168
