customer_id,offer_id,offer_received,offer_viewed,offer_completed,transaction,time,spent,offer_duration
5376,2,1,1,1,0,552,10.0,360
5376,7,1,1,1,0,1770,2.0,720
5376,8,1,1,0,0,828,0.0,144
5376,9,1,1,1,0,1020,5.0,360
5376,10,1,0,1,0,1008,2.0,336
5377,0,0,0,0,8,2736,111.23999999999998,0
5377,1,1,1,1,0,102,10.0,504
5377,2,1,1,1,0,1242,10.0,360
5377,3,2,2,0,0,1380,0.0,384
5377,8,1,1,0,0,1182,0.0,144
5380,0,0,0,0,4,1488,21.56,0
5380,1,2,2,0,0,1890,0.0,672
5380,6,1,1,1,0,684,3.0,504
5380,7,1,1,0,0,30,0.0,480
5380,10,2,0,0,0,912,0.0,336
5381,0,0,0,0,16,6546,55.09,0
5381,4,3,2,2,0,1752,10.0,1176
5381,6,2,1,2,0,2436,6.0,840
5381,8,1,1,0,0,1152,0.0,144
5382,2,1,1,0,0,834,0.0,240
5382,3,1,1,0,0,1026,0.0,192
5382,5,1,1,0,0,738,0.0,480
5382,6,1,1,0,0,66,0.0,336
5382,9,1,1,0,0,1182,0.0,240
5383,0,0,0,0,17,6264,50.42,0
5383,1,1,1,0,0,1026,0.0,336
5383,3,2,1,0,0,858,0.0,288
5383,7,2,2,2,0,2376,4.0,1440
5383,8,1,1,0,0,708,0.0,144
5384,0,0,0,0,7,3282,18.259999999999998,0
5384,1,1,1,0,0,690,0.0,336
5384,5,3,1,0,0,1314,0.0,960
5384,6,1,1,0,0,1158,0.0,336
5385,0,0,0,0,4,1476,106.38999999999999,0
5385,1,1,1,1,0,774,10.0,504
5385,2,1,1,1,0,162,10.0,360
5385,3,1,1,0,0,1008,0.0,192
5385,5,1,1,1,0,1188,5.0,720
5385,6,1,1,1,0,1854,3.0,504
5386,0,0,0,0,10,4416,156.14000000000001,0
5386,1,2,2,2,0,2856,20.0,1008
5386,5,1,0,0,0,0,0.0,240
5386,6,1,1,1,0,1734,3.0,504
5386,8,1,0,0,0,336,0.0,72
5387,0,0,0,0,9,2892,84.94999999999999,0
5387,3,2,2,0,0,360,0.0,384
5387,6,1,1,1,0,1248,3.0,504
5387,7,1,1,1,0,1086,2.0,720
5387,8,1,1,0,0,1032,0.0,144
5387,10,1,0,1,0,1266,2.0,336
5388,0,0,0,0,14,4092,100.67999999999999,0
5388,2,2,2,2,0,2154,20.0,720
5388,4,1,1,1,0,72,5.0,504
5388,8,1,1,0,0,846,0.0,144
5388,10,1,0,0,0,576,0.0,168
5389,0,0,0,0,5,2544,72.08,0
5389,2,1,1,0,0,1026,0.0,240
5389,3,1,1,0,0,684,0.0,192
5389,5,1,1,1,0,1290,5.0,720
5389,8,1,1,0,0,1164,0.0,144
5390,0,0,0,0,14,5202,201.89000000000001,0
5390,3,3,0,0,0,1416,0.0,288
5390,4,1,1,1,0,1332,5.0,504
5390,6,2,1,2,0,654,6.0,840
5391,0,0,0,0,2,840,6.4,0
5391,4,1,0,0,0,504,0.0,168
5391,7,1,1,0,0,1158,0.0,480
5391,8,1,1,0,0,816,0.0,144
5392,0,0,0,0,15,5064,296.83000000000004,0
5392,3,1,1,0,0,1164,0.0,192
5392,4,2,2,2,0,1770,10.0,1008
5392,5,1,1,1,0,1050,5.0,720
5392,7,1,1,1,0,60,2.0,720
5393,0,0,0,0,13,4038,39.449999999999996,0
5393,1,1,1,0,0,708,0.0,336
5393,3,1,0,0,0,504,0.0,96
5393,7,2,2,2,0,930,4.0,1440
5394,0,0,0,0,5,2208,69.91,0
5394,2,1,1,1,0,1782,10.0,360
5394,8,1,1,0,0,348,0.0,144
5394,9,1,1,0,0,678,0.0,240
5394,10,2,2,2,0,2976,4.0,1008
5395,0,0,0,0,9,3828,178.28,0
5395,2,1,1,1,0,1020,10.0,360
5395,4,1,1,1,0,1608,5.0,504
5395,10,3,3,3,0,3048,6.0,1512
5396,0,0,0,0,10,3714,91.42,0
5396,1,1,1,1,0,1830,10.0,504
5396,3,1,1,0,0,1008,0.0,192
5396,5,1,1,0,0,60,0.0,480
5396,7,2,2,2,0,1806,4.0,1440
5397,0,0,0,0,5,1668,83.28,0
5397,3,1,0,0,0,0,0.0,96
5397,5,1,1,1,0,588,5.0,720
5397,6,1,1,1,0,1554,3.0,504
5397,10,1,0,0,0,576,0.0,168
5398,0,0,0,0,12,5124,289.40999999999997,0
5398,1,2,2,2,0,1788,20.0,1008
5398,8,2,2,0,0,1182,0.0,288
5398,9,1,1,1,0,1074,5.0,360
5399,0,0,0,0,13,3966,386.15000000000003,0
5399,3,1,0,0,0,336,0.0,96
5399,4,1,1,1,0,78,5.0,504
5399,7,1,1,1,0,1266,2.0,720
5399,10,2,0,2,0,1542,4.0,672
5400,0,0,0,0,12,5064,224.45,0
5400,2,1,1,1,0,630,10.0,360
5400,3,1,1,0,0,816,0.0,192
5400,6,1,1,1,0,1524,3.0,504
5400,8,2,1,0,0,1554,0.0,216
5400,10,1,1,1,0,12,2.0,504
5401,0,0,0,0,13,5832,120.29000000000002,0
5401,2,1,1,0,0,354,0.0,240
5401,3,1,1,0,0,1200,0.0,192
5401,5,2,1,2,0,2394,10.0,1200
5401,8,1,1,0,0,0,0.0,144
5402,0,0,0,0,8,2844,27.45,0
5402,2,1,1,0,0,1158,0.0,240
5402,5,1,0,0,0,408,0.0,240
5402,7,1,0,0,0,336,0.0,240
5402,8,1,1,0,0,1062,0.0,144
5402,9,1,1,1,0,552,5.0,360
5402,10,1,0,0,0,0,0.0,168
5403,0,0,0,0,8,2796,181.65999999999997,0
5403,2,1,1,1,0,1746,10.0,360
5403,7,1,1,1,0,1020,2.0,720
5403,10,1,1,1,0,1626,2.0,504
5404,0,0,0,0,9,3444,88.91999999999999,0
5404,2,1,1,1,0,1758,10.0,360
5404,3,2,0,0,0,744,0.0,192
5404,4,1,1,1,0,168,5.0,504
5404,5,1,0,1,0,1104,5.0,480
5405,0,0,0,0,10,3210,104.72999999999999,0
5405,3,2,0,0,0,504,0.0,192
5405,4,1,0,1,0,852,5.0,336
5405,7,1,1,1,0,1890,2.0,720
5405,8,1,1,0,0,0,0.0,144
5405,10,1,0,1,0,1074,2.0,336
5407,0,0,0,0,3,780,82.75,0
5407,2,1,1,1,0,132,10.0,360
5407,4,1,0,0,0,576,0.0,168
5407,5,1,0,0,0,504,0.0,240
5407,8,1,1,0,0,852,0.0,144
5407,10,1,0,1,0,792,2.0,336
5408,0,0,0,0,4,1980,67.44999999999999,0
5408,1,1,1,0,0,6,0.0,336
5408,2,1,1,0,0,342,0.0,240
5408,4,1,1,1,0,1128,5.0,504
5408,5,1,1,1,0,1884,5.0,720
5409,0,0,0,0,6,1644,16.960000000000004,0
5409,2,1,1,0,0,1170,0.0,240
5409,3,1,0,0,0,408,0.0,96
5409,5,1,0,0,0,504,0.0,240
5409,8,1,1,0,0,462,0.0,144
5409,10,1,1,1,0,174,2.0,504
5410,0,0,0,0,14,4056,119.52,0
5410,4,1,1,1,0,54,5.0,504
5410,7,1,1,1,0,1314,2.0,720
5410,9,1,0,1,0,702,5.0,240
5410,10,2,1,1,0,2304,2.0,672
5411,0,0,0,0,10,2964,230.37,0
5411,1,1,1,1,0,1092,10.0,504
5411,3,1,0,0,0,504,0.0,96
5411,4,1,1,1,0,42,5.0,504
5411,6,1,1,0,0,342,0.0,336
5411,8,1,1,0,0,852,0.0,144
5411,9,1,1,1,0,1764,5.0,360
5412,0,0,0,0,4,1452,98.52000000000001,0
5412,3,1,0,0,0,336,0.0,96
5412,4,1,1,1,0,1632,5.0,504
5412,6,1,1,1,0,1290,3.0,504
5412,10,2,1,1,0,588,2.0,672
5413,0,0,0,0,6,2322,10.89,0
5413,1,1,1,0,0,726,0.0,336
5413,4,1,0,0,0,504,0.0,168
5413,5,1,0,0,0,576,0.0,240
5413,6,1,0,1,0,846,3.0,336
5413,7,1,1,0,0,24,0.0,480
5414,0,0,0,0,5,1386,125.11,0
5414,3,1,0,0,0,336,0.0,96
5414,5,1,0,0,0,168,0.0,240
5414,6,1,1,1,0,60,3.0,504
5414,9,1,1,1,0,1434,5.0,360
5415,0,0,0,0,14,5730,215.59,0
5415,2,2,2,2,0,1362,20.0,720
5415,4,1,0,1,0,696,5.0,336
5415,8,1,1,0,0,1152,0.0,144
5415,10,1,0,1,0,1092,2.0,336
5416,0,0,0,0,8,2928,182.4,0
5416,2,1,1,1,0,558,10.0,360
5416,3,1,0,0,0,0,0.0,96
5416,5,2,0,2,0,1776,10.0,960
5416,9,1,1,1,0,1848,5.0,360
5418,0,0,0,0,13,4170,51.040000000000006,0
5418,3,1,0,0,0,576,0.0,96
5418,4,1,0,0,0,408,0.0,168
5418,6,1,1,1,0,1074,3.0,504
5418,9,1,1,1,0,36,5.0,360
5419,0,0,0,0,9,1926,32.75,0
5419,2,1,1,1,0,588,10.0,360
5419,3,1,0,0,0,336,0.0,96
5420,0,0,0,0,20,8028,37.60000000000001,0
5420,1,1,1,0,0,6,0.0,336
5420,4,1,1,0,0,1152,0.0,336
5420,6,1,1,1,0,1188,3.0,504
5420,7,1,1,1,0,1596,2.0,720
5421,0,0,0,0,3,1140,12.87,0
5421,1,2,2,0,0,492,0.0,672
5421,2,1,1,0,0,816,0.0,240
5421,4,1,0,0,0,576,0.0,168
5421,10,1,0,0,0,336,0.0,168
5422,0,0,0,0,5,1734,18.53,0
5422,1,1,1,0,0,66,0.0,336
5422,2,1,1,0,0,1056,0.0,240
5422,10,3,0,0,0,912,0.0,504
5424,0,0,0,0,11,5466,225.26,0
5424,2,2,2,2,0,2358,20.0,720
5424,4,1,1,1,0,1752,5.0,504
5424,6,1,1,1,0,1542,3.0,504
5424,10,1,1,1,0,558,2.0,504
5427,0,0,0,0,14,3294,148.16,0
5427,2,1,1,0,0,1020,0.0,240
5427,5,1,1,1,0,120,5.0,720
5427,8,1,1,0,0,822,0.0,144
5427,9,2,1,2,0,1686,10.0,600
5428,0,0,0,0,6,2814,127.31,0
5428,1,1,1,1,0,672,10.0,504
5428,3,3,1,0,0,1344,0.0,384
5428,5,2,0,1,0,1494,5.0,720
5430,0,0,0,0,8,2550,103.41000000000003,0
5430,1,1,1,1,0,72,10.0,504
5430,5,1,0,0,0,168,0.0,240
5430,6,1,1,1,0,1200,3.0,504
5430,10,2,0,1,0,1788,2.0,504
5431,0,0,0,0,4,1848,22.58,0
5431,2,1,1,1,0,1608,10.0,360
5431,7,1,1,0,0,678,0.0,480
5431,9,2,2,1,0,2604,5.0,600
5432,0,0,0,0,13,5730,34.65,0
5432,3,1,0,0,0,336,0.0,96
5432,5,3,0,0,0,912,0.0,720
5432,7,2,2,2,0,2604,4.0,1440
5433,0,0,0,0,6,1740,78.14999999999999,0
5433,2,1,1,1,0,1602,10.0,360
5433,5,1,0,1,0,1044,5.0,480
5433,6,2,2,2,0,1962,6.0,1008
5434,0,0,0,0,7,3054,189.71999999999997,0
5434,2,2,2,2,0,2286,20.0,720
5434,7,1,1,1,0,1248,2.0,720
5434,8,1,1,0,0,684,0.0,144
5434,9,1,1,1,0,1602,5.0,360
5435,0,0,0,0,3,996,6.81,0
5435,2,1,1,0,0,1170,0.0,240
5435,3,1,0,0,0,168,0.0,96
5435,6,1,1,0,0,672,0.0,336
5436,0,0,0,0,12,4998,76.73,0
5436,5,2,0,1,0,384,5.0,720
5436,6,2,2,2,0,2610,6.0,1008
5436,8,1,1,0,0,1206,0.0,144
5436,10,1,0,1,0,822,2.0,336
5437,0,0,0,0,11,3378,84.24999999999999,0
5437,1,3,3,0,0,2694,0.0,1008
5437,2,1,1,0,0,684,0.0,240
5437,6,1,1,1,0,1308,3.0,504
5438,0,0,0,0,10,3702,177.9,0
5438,1,1,1,1,0,96,10.0,504
5438,4,1,0,1,0,840,5.0,336
5438,5,2,2,2,0,1782,10.0,1440
5438,9,1,1,1,0,1770,5.0,360
5438,10,1,1,1,0,1542,2.0,504
5439,0,0,0,0,5,2190,11.420000000000002,0
5439,1,1,1,0,0,336,0.0,336
5439,2,1,1,0,0,816,0.0,240
5439,4,1,0,0,0,0,0.0,168
5439,6,1,1,0,0,1014,0.0,336
5439,7,2,1,0,0,1494,0.0,720
5441,0,0,0,0,5,2232,134.23,0
5441,1,2,1,1,0,1680,10.0,672
5441,6,1,1,1,0,1230,3.0,504
5442,0,0,0,0,4,816,119.07,0
5442,2,1,1,0,0,1008,0.0,240
5442,9,2,2,2,0,1152,10.0,720
5443,0,0,0,0,4,1902,12.94,0
5443,3,1,0,0,0,576,0.0,96
5443,5,1,1,0,0,48,0.0,480
5443,7,2,1,0,0,1320,0.0,720
5443,8,2,2,0,0,1008,0.0,288
5444,0,0,0,0,9,2976,88.55,0
5444,5,1,1,1,0,198,5.0,720
5444,9,2,2,2,0,2664,10.0,720
5445,0,0,0,0,17,5676,384.23,0
5445,4,1,1,1,0,1278,5.0,504
5445,5,2,2,2,0,2058,10.0,1440
5445,6,1,1,1,0,516,3.0,504
5446,0,0,0,0,7,2106,148.28,0
5446,1,2,2,2,0,1776,20.0,1008
5446,4,1,0,0,0,576,0.0,168
5446,8,1,1,0,0,822,0.0,144
5447,0,0,0,0,18,4722,587.42,0
5447,1,1,1,1,0,522,10.0,504
5447,4,2,1,2,0,846,10.0,840
5447,10,1,1,1,0,1722,2.0,504
5448,0,0,0,0,6,1716,29.529999999999998,0
5448,3,1,0,0,0,576,0.0,96
5448,5,1,1,0,0,522,0.0,480
5448,7,1,1,1,0,156,2.0,720
5448,8,1,1,0,0,1014,0.0,144
5449,0,0,0,0,20,6834,147.05,0
5449,1,1,1,1,0,582,10.0,504
5449,2,2,1,1,0,2136,10.0,480
5449,3,2,1,0,0,594,0.0,288
5449,8,1,1,0,0,672,0.0,144
5450,0,0,0,0,8,4080,170.18,0
5450,3,1,1,0,0,360,0.0,192
5450,4,1,1,1,0,1734,5.0,504
5450,7,1,1,1,0,1242,2.0,720
5450,8,1,1,0,0,6,0.0,144
5451,0,0,0,0,4,1614,95.3,0
5451,1,1,1,1,0,1794,10.0,504
5451,5,1,0,0,0,0,0.0,240
5451,8,1,1,0,0,828,0.0,144
5451,9,1,0,1,0,690,5.0,240
5452,0,0,0,0,16,6246,337.28999999999996,0
5452,2,1,1,1,0,78,10.0,360
5452,5,1,0,1,0,552,5.0,480
5452,6,1,1,1,0,1026,3.0,504
5452,7,1,1,1,0,1752,2.0,720
5452,9,1,1,1,0,1242,5.0,360
5453,0,0,0,0,13,3894,167.46000000000004,0
5453,1,1,1,1,0,84,10.0,504
5453,2,2,2,2,0,2994,20.0,720
5453,4,1,0,1,0,426,5.0,336
5453,6,1,1,1,0,1020,3.0,504
5454,0,0,0,0,11,4446,107.32000000000001,0
5454,3,1,1,0,0,1038,0.0,192
5454,6,2,2,2,0,1848,6.0,1008
5454,7,1,1,1,0,1122,2.0,720
5454,10,1,1,0,0,1284,0.0,336
5455,0,0,0,0,3,1296,51.81999999999999,0
5455,1,1,1,0,0,792,0.0,336
5455,2,2,2,1,0,1578,10.0,600
5455,9,1,1,1,0,516,5.0,360
5456,0,0,0,0,11,5022,109.28999999999999,0
5456,6,1,1,1,0,1848,3.0,504
5456,9,1,1,1,0,522,5.0,360
5456,10,1,0,0,0,408,0.0,168
5457,0,0,0,0,11,4038,193.75,0
5457,2,1,1,1,0,1272,10.0,360
5457,3,1,0,0,0,336,0.0,96
5457,4,1,1,1,0,1632,5.0,504
5457,6,1,1,1,0,1788,3.0,504
5457,8,2,2,0,0,336,0.0,288
5458,0,0,0,0,15,7188,33.510000000000005,0
5458,2,2,2,0,0,1134,0.0,480
5458,4,1,0,0,0,0,0.0,168
5458,5,1,0,1,0,1194,5.0,480
5458,7,1,1,1,0,1818,2.0,720
5459,0,0,0,0,9,4356,207.52999999999997,0
5459,3,2,0,0,0,336,0.0,192
5459,5,2,1,2,0,2784,10.0,1200
5459,7,1,1,1,0,588,2.0,720
5460,0,0,0,0,3,1266,69.97,0
5460,1,1,1,1,0,168,10.0,504
5460,2,1,1,0,0,696,0.0,240
5460,5,2,0,2,0,2148,10.0,960
5460,8,1,1,0,0,468,0.0,144
5461,0,0,0,0,2,1146,45.08,0
5461,2,1,1,1,0,1812,10.0,360
5461,5,1,1,0,0,42,0.0,480
5461,7,1,1,1,0,1674,2.0,720
5461,8,2,0,0,0,744,0.0,144
5463,0,0,0,0,5,2370,135.52999999999997,0
5463,1,1,1,0,0,474,0.0,336
5463,4,1,0,1,0,1068,5.0,336
5463,7,1,1,1,0,138,2.0,720
5464,0,0,0,0,5,1146,14.43,0
5464,3,2,1,0,0,1254,0.0,288
5464,8,1,1,0,0,858,0.0,144
5465,0,0,0,0,19,6588,99.87,0
5465,1,2,1,0,0,1176,0.0,504
5465,4,2,1,1,0,1326,5.0,672
5465,6,1,1,1,0,510,3.0,504
5466,0,0,0,0,12,5232,36.49000000000001,0
5466,4,1,0,0,0,504,0.0,168
5466,6,2,2,2,0,2304,6.0,1008
5466,9,1,1,0,0,372,0.0,240
5467,0,0,0,0,6,1110,502.23,0
5467,2,1,1,1,0,1026,10.0,360
5467,3,1,0,0,0,0,0.0,96
5467,4,1,0,1,0,912,5.0,336
5467,8,1,1,0,0,1056,0.0,144
5468,0,0,0,0,6,2358,92.0,0
5468,2,1,1,1,0,570,10.0,360
5468,4,1,1,1,0,1512,5.0,504
5469,0,0,0,0,18,7374,79.96999999999998,0
5469,1,1,1,1,0,576,10.0,504
5469,6,1,1,1,0,1578,3.0,504
5469,10,2,0,1,0,1206,2.0,504
5471,0,0,0,0,8,3210,98.99,0
5471,1,1,1,0,0,12,0.0,336
5471,6,2,2,2,0,2688,6.0,1008
5471,8,2,2,0,0,1206,0.0,288
5471,9,1,1,1,0,1740,5.0,360
5472,0,0,0,0,6,3204,134.01000000000002,0
5472,3,1,1,0,0,78,0.0,192
5472,5,1,1,1,0,1800,5.0,720
5472,6,1,1,0,0,348,0.0,336
5472,7,1,1,1,0,1560,2.0,720
5472,8,1,1,0,0,906,0.0,144
5473,0,0,0,0,4,2274,17.580000000000002,0
5473,1,1,1,1,0,1764,10.0,504
5473,4,1,1,1,0,1632,5.0,504
5473,5,1,0,0,0,0,0.0,240
5473,7,1,1,0,0,684,0.0,480
5473,9,1,1,1,0,1308,5.0,360
5473,10,1,0,0,0,168,0.0,168
5475,0,0,0,0,17,7926,39.51999999999999,0
5475,2,1,1,0,0,336,0.0,240
5475,4,1,1,1,0,1368,5.0,504
5475,5,1,0,1,0,894,5.0,480
5475,6,1,1,1,0,1884,3.0,504
5475,9,1,1,1,0,1584,5.0,360
5476,0,0,0,0,17,7026,55.699999999999996,0
5476,1,1,1,0,0,708,0.0,336
5476,3,1,0,0,0,408,0.0,96
5476,4,1,1,1,0,1932,5.0,504
5476,6,1,1,1,0,600,3.0,504
5476,8,1,1,0,0,1020,0.0,144
5477,0,0,0,0,15,5328,63.40000000000001,0
5477,5,1,0,1,0,1152,5.0,480
5477,7,2,2,2,0,2586,4.0,1440
5477,8,1,1,0,0,348,0.0,144
5477,10,1,0,0,0,576,0.0,168
5478,0,0,0,0,9,4248,31.610000000000003,0
5478,1,1,0,0,0,408,0.0,168
5478,4,1,1,0,0,1032,0.0,336
5478,5,1,0,0,0,168,0.0,240
5478,8,1,1,0,0,36,0.0,144
5478,9,1,1,0,0,1176,0.0,240
5479,0,0,0,0,10,3294,114.56,0
5479,2,1,1,1,0,1842,10.0,360
5479,3,1,1,0,0,1026,0.0,192
5479,6,1,1,1,0,564,3.0,504
5479,8,1,1,0,0,0,0.0,144
5479,10,1,0,1,0,870,2.0,336
5480,0,0,0,0,11,4224,120.24999999999999,0
5480,1,1,1,1,0,558,10.0,504
5480,4,1,1,1,0,1038,5.0,504
5480,8,1,0,0,0,504,0.0,72
5480,9,1,1,1,0,1728,5.0,360
5481,0,0,0,0,6,1650,14.63,0
5481,2,1,1,0,0,102,0.0,240
5481,3,1,0,0,0,576,0.0,96
5481,10,1,0,0,0,408,0.0,168
5482,0,0,0,0,17,7098,54.37,0
5482,2,1,1,0,0,1014,0.0,240
5482,4,1,0,1,0,1182,5.0,336
5482,6,2,2,2,0,1872,6.0,1008
5482,8,1,1,0,0,702,0.0,144
5483,0,0,0,0,7,1476,12.530000000000001,0
5483,5,1,0,0,0,336,0.0,240
5483,6,1,1,0,0,1272,0.0,336
5483,9,1,1,0,0,6,0.0,240
5484,0,0,0,0,7,1356,117.32000000000001,0
5484,3,1,1,0,0,702,0.0,192
5484,6,1,1,1,0,1386,3.0,504
5484,9,1,1,1,0,1560,5.0,360
5485,0,0,0,0,4,504,71.95,0
5485,2,1,1,1,0,0,10.0,360
5485,8,2,2,0,0,1176,0.0,288
5485,9,1,1,1,0,1086,5.0,360
5486,0,0,0,0,19,6132,321.57,0
5486,1,1,1,1,0,1590,10.0,504
5486,3,1,0,0,0,576,0.0,96
5486,6,1,1,1,0,1020,3.0,504
5486,9,1,1,1,0,0,5.0,360
5486,10,1,0,1,0,402,2.0,336
5487,0,0,0,0,4,1242,87.35,0
5487,4,1,1,0,0,1164,0.0,336
5487,8,1,1,0,0,888,0.0,144
5487,10,1,1,1,0,1548,2.0,504
5488,0,0,0,0,11,4308,241.53999999999996,0
5488,2,2,2,2,0,1560,20.0,720
5488,3,1,1,0,0,1020,0.0,192
5488,6,1,1,1,0,1740,3.0,504
5488,9,1,1,1,0,1230,5.0,360
5489,0,0,0,0,7,2628,69.69,0
5489,2,1,1,0,0,6,0.0,240
5489,3,1,1,0,0,336,0.0,192
5489,8,1,1,0,0,1158,0.0,144
5489,10,1,1,1,0,1050,2.0,504
5490,0,0,0,0,3,1764,9.959999999999999,0
5490,1,1,1,0,0,834,0.0,336
5490,6,1,1,0,0,462,0.0,336
5490,8,2,2,0,0,1872,0.0,288
5490,10,1,0,0,0,504,0.0,168
5491,0,0,0,0,13,4698,163.16000000000003,0
5491,4,1,1,1,0,48,5.0,504
5491,7,2,2,2,0,2250,4.0,1440
5491,8,1,1,0,0,336,0.0,144
5491,10,2,2,2,0,3252,4.0,1008
5492,0,0,0,0,9,2328,68.88000000000001,0
5492,6,1,1,1,0,1182,3.0,504
5492,8,1,1,0,0,1164,0.0,144
5493,0,0,0,0,9,3528,132.79,0
5493,4,1,0,1,0,780,5.0,336
5493,8,4,4,0,0,3378,0.0,576
5493,10,1,0,1,0,114,2.0,336
5494,0,0,0,0,1,576,16.7,0
5494,3,1,1,0,0,6,0.0,192
5494,5,1,1,0,0,840,0.0,480
5494,6,1,1,1,0,1734,3.0,504
5494,7,1,1,1,0,1590,2.0,720
5494,9,2,2,0,0,1020,0.0,480
5495,0,0,0,0,10,3756,85.38000000000001,0
5495,4,1,1,1,0,1764,5.0,504
5495,9,2,2,2,0,1080,10.0,720
5495,10,1,1,1,0,1608,2.0,504
5496,0,0,0,0,9,2610,74.68,0
5496,2,1,1,1,0,522,10.0,360
5496,3,1,1,0,0,1212,0.0,192
5496,5,2,2,1,0,2250,5.0,1200
5496,9,1,1,1,0,84,5.0,360
5497,0,0,0,0,7,2652,223.24999999999997,0
5497,2,1,1,1,0,1602,10.0,360
5497,3,1,0,0,0,576,0.0,96
5497,4,1,0,1,0,384,5.0,336
5497,8,1,1,0,0,672,0.0,144
5498,0,0,0,0,9,4446,116.05000000000001,0
5498,2,2,2,2,0,3018,20.0,720
5498,3,1,1,0,0,6,0.0,192
5498,7,1,1,1,0,1512,2.0,720
5498,9,1,1,1,0,1116,5.0,360
5499,0,0,0,0,7,2838,139.10999999999999,0
5499,1,1,1,0,0,1056,0.0,336
5499,5,1,0,1,0,894,5.0,480
5499,7,1,1,1,0,1158,2.0,720
5499,9,1,1,0,0,1152,0.0,240
5500,0,0,0,0,5,1890,18.599999999999998,0
5500,2,1,1,0,0,1020,0.0,240
5500,5,1,0,0,0,0,0.0,240
5500,7,1,1,1,0,624,2.0,720
5500,8,1,1,0,0,732,0.0,144
5501,0,0,0,0,7,3024,130.82000000000002,0
5501,2,1,1,1,0,1020,10.0,360
5501,4,1,1,1,0,1584,5.0,504
5501,7,1,1,1,0,636,2.0,720
5501,8,1,1,0,0,72,0.0,144
5502,0,0,0,0,15,6828,65.45,0
5502,3,1,0,0,0,168,0.0,96
5502,4,2,0,1,0,1212,5.0,504
5502,5,1,0,1,0,954,5.0,480
5502,9,1,1,1,0,1050,5.0,360
5503,0,0,0,0,12,4254,277.94,0
5503,4,1,1,1,0,138,5.0,504
5503,5,1,1,1,0,546,5.0,720
5503,6,2,2,2,0,2760,6.0,1008
5504,0,0,0,0,17,5352,62.57000000000001,0
5504,1,1,1,0,0,822,0.0,336
5504,2,1,1,0,0,1062,0.0,240
5504,3,1,0,0,0,168,0.0,96
5504,5,1,0,0,0,576,0.0,240
5504,6,2,2,2,0,1248,6.0,1008
5506,0,0,0,0,6,2868,30.07,0
5506,2,1,1,0,0,378,0.0,240
5506,7,1,1,0,0,1158,0.0,480
5506,10,2,1,2,0,2544,4.0,840
5510,0,0,0,0,12,5136,345.50000000000006,0
5510,1,1,1,1,0,1260,10.0,504
5510,2,1,1,1,0,1044,10.0,360
5510,4,1,1,1,0,96,5.0,504
5510,6,2,2,2,0,2190,6.0,1008
5511,0,0,0,0,1,282,10.36,0
5511,3,1,1,0,0,336,0.0,192
5511,4,1,1,0,0,696,0.0,336
5511,5,1,1,0,0,1224,0.0,480
5511,6,1,1,0,0,816,0.0,336
5511,7,1,1,0,0,1008,0.0,480
5511,8,1,1,0,0,96,0.0,144
5512,0,0,0,0,4,1608,86.36,0
5512,3,1,0,0,0,504,0.0,96
5512,4,3,1,3,0,3450,15.0,1176
5512,9,1,1,0,0,348,0.0,240
5513,0,0,0,0,10,2316,253.49,0
5513,1,1,1,1,0,96,10.0,504
5513,7,2,2,2,0,2574,4.0,1440
5513,9,2,2,2,0,2328,10.0,720
5513,10,1,1,1,0,1338,2.0,504
5514,0,0,0,0,7,2940,185.15,0
5514,8,2,1,0,0,1578,0.0,216
5514,9,2,2,2,0,2838,10.0,720
5515,0,0,0,0,6,1128,173.60000000000002,0
5515,2,2,2,1,0,2550,10.0,600
5515,4,2,2,1,0,1086,5.0,840
5515,10,1,1,1,0,1188,2.0,504
5516,0,0,0,0,7,2790,106.85000000000001,0
5516,1,1,0,1,0,444,10.0,336
5516,3,1,1,0,0,6,0.0,192
5516,5,2,0,1,0,1290,5.0,720
5516,10,1,1,1,0,1380,2.0,504
5517,0,0,0,0,9,2820,41.709999999999994,0
5517,3,1,0,0,0,408,0.0,96
5517,4,1,1,0,0,108,0.0,336
5517,5,1,0,0,0,168,0.0,240
5517,10,2,1,2,0,2232,4.0,840
5518,0,0,0,0,9,2700,232.52000000000004,0
5518,6,1,1,1,0,90,3.0,504
5518,8,1,1,0,0,816,0.0,144
5519,0,0,0,0,5,1386,152.1,0
5519,2,1,1,0,0,1152,0.0,240
5519,4,2,0,1,0,1194,5.0,504
5519,6,1,1,1,0,612,3.0,504
5519,7,1,1,1,0,18,2.0,720
5520,0,0,0,0,20,8820,68.47,0
5520,1,1,1,0,0,1152,0.0,336
5520,2,2,1,0,0,336,0.0,360
5520,9,2,2,2,0,1842,10.0,720
5521,0,0,0,0,5,2016,15.370000000000001,0
5521,1,2,2,0,0,1896,0.0,672
5521,3,1,0,0,0,576,0.0,96
5521,8,1,1,0,0,12,0.0,144
5521,10,2,0,0,0,504,0.0,336
5522,0,0,0,0,3,1638,14.650000000000002,0
5522,4,1,0,0,0,576,0.0,168
5522,5,1,0,0,0,0,0.0,240
5522,7,1,1,1,0,1530,2.0,720
5522,8,1,1,0,0,360,0.0,144
5522,9,1,1,1,0,1332,5.0,360
5523,0,0,0,0,10,3630,1036.68,0
5523,1,2,2,2,0,1356,20.0,1008
5523,2,1,1,1,0,1074,10.0,360
5523,4,1,0,1,0,366,5.0,336
5523,9,1,1,1,0,1734,5.0,360
