,customer_id,age,became_member_on,income,F,M,O
2371,2371,61,21/10/2017,110000.0,1,0,0
2372,2372,29,20/10/2017,41000.0,0,1,0
2373,2373,87,18/02/2017,72000.0,1,0,0
2374,2374,49,19/09/2017,68000.0,0,0,1
2375,2375,39,13/12/2015,70000.0,1,0,0
2376,2376,59,19/08/2017,105000.0,1,0,0
2377,2377,42,18/06/2018,67000.0,0,1,0
2378,2378,68,11/03/2017,68000.0,1,0,0
2379,2379,29,06/10/2017,54000.0,0,1,0
2380,2380,57,19/06/2018,69000.0,0,1,0
2381,2381,21,02/10/2017,50000.0,1,0,0
2382,2382,66,02/02/2018,91000.0,1,0,0
2383,2383,66,20/10/2017,69000.0,0,1,0
2385,2385,18,22/08/2017,40000.0,1,0,0
2386,2386,67,20/03/2018,52000.0,0,1,0
2387,2387,62,20/11/2016,84000.0,1,0,0
2388,2388,35,13/11/2013,57000.0,1,0,0
2389,2389,70,02/11/2017,60000.0,0,1,0
2390,2390,86,20/12/2017,39000.0,1,0,0
2391,2391,56,25/12/2016,75000.0,1,0,0
2392,2392,49,24/12/2017,58000.0,0,1,0
2394,2394,53,14/07/2014,95000.0,1,0,0
2395,2395,38,14/06/2018,47000.0,1,0,0
2396,2396,56,29/11/2015,79000.0,0,1,0
2398,2398,45,14/02/2018,61000.0,1,0,0
2399,2399,90,29/01/2017,31000.0,1,0,0
2400,2400,85,16/03/2016,72000.0,1,0,0
2401,2401,83,25/05/2016,90000.0,0,1,0
2402,2402,56,16/03/2018,100000.0,0,1,0
2403,2403,77,17/10/2015,54000.0,0,1,0
2404,2404,52,21/11/2015,52000.0,0,1,0
2405,2405,76,11/09/2017,98000.0,1,0,0
2406,2406,86,23/01/2015,59000.0,1,0,0
2407,2407,70,09/11/2017,76000.0,1,0,0
2408,2408,48,16/12/2016,65000.0,1,0,0
2409,2409,67,08/11/2017,51000.0,1,0,0
2410,2410,36,17/03/2018,34000.0,0,1,0
2411,2411,39,27/12/2017,95000.0,1,0,0
2413,2413,81,28/09/2016,33000.0,1,0,0
2414,2414,49,19/06/2017,68000.0,0,1,0
2415,2415,75,03/03/2015,50000.0,1,0,0
2416,2416,27,04/01/2016,33000.0,0,1,0
2418,2418,67,13/10/2015,38000.0,1,0,0
2419,2419,46,15/02/2017,46000.0,0,1,0
2422,2422,34,05/05/2017,65000.0,0,1,0
2423,2423,26,11/09/2015,72000.0,0,1,0
2424,2424,57,18/05/2018,95000.0,1,0,0
2425,2425,57,08/09/2016,91000.0,0,1,0
2426,2426,23,25/04/2018,41000.0,0,1,0
2427,2427,32,25/01/2018,68000.0,1,0,0
2428,2428,56,07/02/2016,79000.0,1,0,0
2430,2430,73,28/05/2018,52000.0,0,1,0
2432,2432,55,24/10/2017,118000.0,0,1,0
2433,2433,50,21/01/2017,56000.0,1,0,0
2434,2434,34,10/11/2015,50000.0,1,0,0
2435,2435,78,19/09/2017,51000.0,0,1,0
2436,2436,59,23/03/2018,80000.0,1,0,0
2438,2438,83,04/08/2017,108000.0,0,1,0
2440,2440,27,09/06/2014,47000.0,0,1,0
2442,2442,53,20/12/2017,86000.0,1,0,0
2443,2443,80,20/12/2017,75000.0,1,0,0
2445,2445,54,07/08/2017,98000.0,1,0,0
2446,2446,71,08/10/2017,107000.0,1,0,0
2447,2447,62,10/07/2017,79000.0,1,0,0
2448,2448,74,24/09/2017,43000.0,1,0,0
2449,2449,57,18/06/2018,59000.0,1,0,0
2450,2450,48,30/01/2018,69000.0,1,0,0
2451,2451,40,27/12/2016,66000.0,1,0,0
2452,2452,76,22/10/2017,31000.0,1,0,0
2453,2453,60,01/08/2017,38000.0,0,1,0
2456,2456,53,23/10/2017,84000.0,0,1,0
2457,2457,62,02/03/2018,75000.0,1,0,0
2458,2458,70,18/06/2016,88000.0,1,0,0
2459,2459,39,02/11/2017,52000.0,0,1,0
2460,2460,85,23/06/2016,90000.0,1,0,0
2462,2462,59,07/05/2016,68000.0,1,0,0
2464,2464,62,16/02/2018,70000.0,1,0,0
2465,2465,29,03/10/2017,45000.0,0,1,0
2466,2466,43,05/04/2018,68000.0,0,1,0
2467,2467,69,20/06/2017,72000.0,0,1,0
2468,2468,71,21/07/2017,53000.0,0,1,0
2469,2469,56,16/11/2017,95000.0,1,0,0
2471,2471,28,23/05/2017,68000.0,1,0,0
2472,2472,27,07/08/2017,44000.0,0,1,0
2473,2473,94,02/01/2018,54000.0,0,1,0
2474,2474,27,28/02/2017,42000.0,1,0,0
2475,2475,57,13/09/2017,33000.0,1,0,0
2476,2476,82,08/11/2016,93000.0,1,0,0
2477,2477,60,01/06/2017,42000.0,0,1,0
2478,2478,43,21/08/2017,49000.0,1,0,0
2479,2479,52,03/09/2015,94000.0,0,1,0
2480,2480,63,25/06/2018,101000.0,0,1,0
2481,2481,27,14/01/2017,57000.0,0,1,0
2482,2482,62,02/04/2014,71000.0,1,0,0
2483,2483,47,09/08/2017,96000.0,0,1,0
2485,2485,84,16/05/2018,57000.0,1,0,0
2487,2487,50,25/06/2017,42000.0,0,1,0
2488,2488,66,23/12/2017,75000.0,0,1,0
2489,2489,24,02/08/2017,44000.0,1,0,0
2491,2491,63,06/05/2016,92000.0,1,0,0
2492,2492,57,29/04/2014,76000.0,1,0,0
2493,2493,34,26/08/2017,38000.0,0,1,0
2494,2494,52,13/11/2016,93000.0,1,0,0
2495,2495,66,10/10/2017,54000.0,0,1,0
2496,2496,73,01/05/2016,71000.0,1,0,0
2497,2497,60,06/04/2016,62000.0,1,0,0
2498,2498,39,19/02/2016,33000.0,0,1,0
2499,2499,40,16/02/2017,82000.0,0,1,0
2500,2500,76,30/11/2017,62000.0,0,1,0
2501,2501,83,15/12/2014,70000.0,0,1,0
2503,2503,58,07/05/2014,56000.0,0,1,0
2504,2504,62,10/04/2018,85000.0,1,0,0
2505,2505,70,30/01/2018,37000.0,1,0,0
2506,2506,58,25/11/2017,54000.0,1,0,0
2507,2507,55,25/11/2017,35000.0,0,1,0
2508,2508,73,25/08/2017,82000.0,1,0,0
2509,2509,48,13/01/2017,61000.0,1,0,0
2510,2510,74,08/01/2016,77000.0,1,0,0
2511,2511,32,20/04/2018,52000.0,0,1,0
2512,2512,70,15/03/2017,58000.0,1,0,0
2513,2513,49,10/12/2017,30000.0,0,1,0
2515,2515,78,10/07/2016,51000.0,0,1,0
2516,2516,76,24/12/2017,57000.0,1,0,0
2518,2518,90,31/08/2015,43000.0,1,0,0
2519,2519,56,21/09/2017,111000.0,1,0,0
2520,2520,68,18/01/2018,80000.0,1,0,0
2521,2521,68,14/01/2018,100000.0,0,1,0
2522,2522,47,10/01/2018,57000.0,0,1,0
2523,2523,65,17/11/2015,58000.0,0,1,0
2524,2524,54,15/01/2016,63000.0,1,0,0
2525,2525,73,26/12/2017,49000.0,1,0,0
2527,2527,73,11/07/2017,52000.0,1,0,0
2528,2528,58,10/04/2017,65000.0,1,0,0
2529,2529,42,30/01/2018,90000.0,1,0,0
2530,2530,31,28/11/2017,60000.0,0,1,0
2531,2531,78,21/01/2018,50000.0,0,1,0
2532,2532,58,24/04/2016,45000.0,0,1,0
2533,2533,48,06/06/2017,119000.0,0,1,0
2534,2534,65,02/11/2017,50000.0,1,0,0
2535,2535,67,14/05/2014,54000.0,1,0,0
2536,2536,62,29/05/2018,69000.0,1,0,0
2537,2537,28,04/09/2017,54000.0,0,1,0
2538,2538,58,03/07/2016,115000.0,0,1,0
2540,2540,47,17/10/2017,52000.0,0,1,0
2541,2541,61,12/05/2017,62000.0,1,0,0
2542,2542,59,10/05/2016,76000.0,1,0,0
2543,2543,41,25/10/2017,89000.0,0,1,0
2544,2544,73,24/07/2018,61000.0,0,1,0
2546,2546,51,29/04/2018,57000.0,0,1,0
2547,2547,88,06/05/2018,88000.0,1,0,0
2549,2549,62,06/11/2015,76000.0,0,1,0
2550,2550,55,26/08/2015,70000.0,0,1,0
2551,2551,54,25/12/2017,75000.0,1,0,0
2552,2552,41,10/09/2017,42000.0,0,1,0
2554,2554,73,12/03/2016,83000.0,1,0,0
2555,2555,66,24/10/2015,92000.0,1,0,0
2556,2556,46,26/02/2016,50000.0,0,1,0
2557,2557,34,03/12/2016,39000.0,0,1,0
2558,2558,74,19/10/2017,49000.0,0,1,0
2559,2559,45,30/04/2014,80000.0,1,0,0
2560,2560,25,26/11/2017,54000.0,1,0,0
2561,2561,90,05/09/2016,51000.0,0,1,0
2562,2562,23,22/05/2015,31000.0,1,0,0
2563,2563,59,04/03/2016,90000.0,1,0,0
2564,2564,52,17/07/2018,53000.0,0,1,0
2565,2565,79,09/02/2016,55000.0,1,0,0
2566,2566,84,04/09/2016,37000.0,0,1,0
2567,2567,27,08/01/2018,68000.0,1,0,0
2568,2568,42,26/05/2018,73000.0,0,1,0
2569,2569,64,13/11/2017,93000.0,1,0,0
2570,2570,30,09/12/2014,63000.0,0,1,0
2572,2572,57,06/05/2018,46000.0,1,0,0
2573,2573,37,04/04/2014,46000.0,0,1,0
2574,2574,64,23/04/2016,110000.0,0,1,0
2575,2575,51,17/05/2018,78000.0,1,0,0
2576,2576,53,30/10/2015,74000.0,0,1,0
2577,2577,19,02/05/2018,50000.0,0,1,0
2578,2578,43,17/05/2017,71000.0,0,1,0
2579,2579,28,15/02/2017,60000.0,0,1,0
2580,2580,35,13/05/2018,48000.0,0,1,0
2581,2581,47,19/08/2017,62000.0,0,1,0
2582,2582,39,04/08/2015,51000.0,0,1,0
2583,2583,44,08/10/2017,90000.0,0,1,0
2584,2584,45,23/08/2014,87000.0,0,1,0
2585,2585,85,02/12/2017,87000.0,1,0,0
2586,2586,52,01/10/2017,57000.0,0,1,0
2587,2587,19,12/10/2017,62000.0,0,1,0
2588,2588,22,04/02/2017,35000.0,0,1,0
2589,2589,20,12/11/2017,32000.0,0,1,0
2590,2590,63,28/01/2018,75000.0,1,0,0
2591,2591,56,16/04/2018,92000.0,0,1,0
2592,2592,62,03/10/2017,47000.0,0,1,0
2593,2593,54,03/10/2015,53000.0,1,0,0
2594,2594,58,27/09/2015,66000.0,0,1,0
2595,2595,45,06/01/2016,90000.0,0,1,0
2596,2596,77,03/11/2017,64000.0,1,0,0
2597,2597,59,07/12/2015,35000.0,1,0,0
2598,2598,51,05/08/2017,65000.0,0,1,0
2599,2599,68,11/07/2018,38000.0,0,1,0
2600,2600,26,26/01/2016,31000.0,0,1,0
2602,2602,51,11/02/2015,82000.0,0,1,0
2603,2603,61,01/03/2016,78000.0,1,0,0
2604,2604,61,25/11/2016,97000.0,1,0,0
2605,2605,54,07/02/2018,75000.0,1,0,0
2606,2606,49,08/11/2013,84000.0,1,0,0
2609,2609,53,10/03/2018,33000.0,0,1,0
2610,2610,44,22/05/2015,84000.0,0,1,0
2611,2611,24,03/12/2017,32000.0,0,1,0
2612,2612,56,08/07/2017,52000.0,1,0,0
2613,2613,79,15/05/2017,91000.0,1,0,0
2614,2614,51,19/03/2016,79000.0,0,1,0
2615,2615,37,17/06/2018,61000.0,1,0,0
2616,2616,39,02/02/2018,69000.0,0,1,0
2617,2617,56,24/04/2018,73000.0,1,0,0
2618,2618,36,18/08/2017,41000.0,0,1,0
2619,2619,70,17/05/2017,113000.0,0,1,0
2620,2620,58,18/10/2016,32000.0,0,1,0
2621,2621,33,03/03/2018,35000.0,0,1,0
2622,2622,73,25/03/2018,70000.0,0,1,0
2623,2623,57,20/07/2017,65000.0,0,0,1
2624,2624,31,24/07/2017,47000.0,0,1,0
2625,2625,62,29/03/2017,33000.0,0,1,0
2626,2626,46,09/03/2018,33000.0,1,0,0
2627,2627,27,16/08/2017,66000.0,0,1,0
2628,2628,62,08/10/2013,35000.0,0,1,0
2629,2629,26,04/12/2017,63000.0,0,1,0
2630,2630,68,18/04/2018,39000.0,0,1,0
2631,2631,55,13/02/2017,102000.0,0,1,0
2632,2632,65,16/08/2017,49000.0,1,0,0
2633,2633,48,13/01/2018,60000.0,0,1,0
2634,2634,55,26/05/2017,77000.0,1,0,0
2635,2635,56,09/12/2017,80000.0,0,1,0
2636,2636,20,16/09/2015,59000.0,0,1,0
2637,2637,59,22/05/2016,81000.0,1,0,0
2638,2638,49,29/10/2016,81000.0,1,0,0
2639,2639,70,22/05/2017,37000.0,1,0,0
2640,2640,52,25/08/2016,95000.0,0,1,0
2644,2644,43,29/11/2015,45000.0,0,1,0
2645,2645,24,19/08/2015,53000.0,0,1,0
2646,2646,62,09/08/2017,88000.0,1,0,0
2647,2647,62,21/01/2015,72000.0,0,1,0
2648,2648,66,11/02/2018,91000.0,1,0,0
2649,2649,29,22/03/2014,62000.0,0,1,0
2650,2650,66,03/09/2017,67000.0,0,1,0
2651,2651,91,14/09/2017,43000.0,0,1,0
2652,2652,47,07/08/2017,58000.0,0,1,0
2653,2653,53,13/02/2018,71000.0,0,1,0
2654,2654,55,11/05/2016,55000.0,0,1,0
2655,2655,30,26/04/2016,55000.0,1,0,0
2656,2656,59,17/07/2018,73000.0,0,1,0
2657,2657,54,20/07/2017,102000.0,1,0,0
2658,2658,49,01/04/2018,74000.0,0,1,0
2659,2659,68,14/12/2016,90000.0,0,1,0
2660,2660,53,25/05/2014,53000.0,0,1,0
2661,2661,51,11/10/2017,57000.0,0,1,0
2662,2662,58,20/10/2014,70000.0,0,1,0
2664,2664,60,29/09/2017,117000.0,0,1,0
2665,2665,70,23/01/2014,81000.0,0,1,0
2666,2666,69,10/10/2017,86000.0,0,1,0
2668,2668,22,02/06/2018,33000.0,0,1,0
2669,2669,36,05/11/2016,76000.0,1,0,0
2671,2671,27,13/10/2017,58000.0,1,0,0
2672,2672,39,04/03/2015,32000.0,0,1,0
2673,2673,69,24/06/2017,79000.0,0,1,0
2676,2676,49,09/09/2016,55000.0,0,1,0
2677,2677,56,20/01/2018,104000.0,1,0,0
2678,2678,79,03/08/2013,66000.0,0,1,0
2679,2679,36,11/09/2016,52000.0,1,0,0
2680,2680,48,01/02/2018,70000.0,1,0,0
2681,2681,58,06/08/2015,110000.0,1,0,0
2682,2682,65,19/02/2014,60000.0,1,0,0
2683,2683,70,30/11/2017,54000.0,0,1,0
2684,2684,60,24/05/2018,66000.0,0,1,0
2685,2685,50,09/11/2017,41000.0,1,0,0
2686,2686,53,04/11/2017,116000.0,1,0,0
2687,2687,46,12/10/2015,73000.0,1,0,0
2688,2688,49,14/01/2018,56000.0,0,1,0
2689,2689,67,14/02/2014,52000.0,0,1,0
2690,2690,53,14/10/2016,37000.0,1,0,0
2691,2691,32,17/01/2018,53000.0,0,1,0
2692,2692,41,30/03/2018,48000.0,0,1,0
2693,2693,72,04/07/2018,84000.0,0,1,0
2694,2694,73,19/05/2018,77000.0,1,0,0
2695,2695,50,24/07/2016,112000.0,0,1,0
2696,2696,25,25/03/2015,30000.0,0,1,0
2697,2697,62,03/11/2015,111000.0,1,0,0
2698,2698,70,19/09/2017,98000.0,0,1,0
2699,2699,18,20/10/2017,73000.0,0,1,0
2700,2700,54,10/01/2018,44000.0,0,1,0
2701,2701,58,26/01/2016,53000.0,1,0,0
2702,2702,78,09/09/2017,63000.0,1,0,0
2703,2703,48,19/05/2016,63000.0,0,1,0
2704,2704,50,13/08/2017,53000.0,0,1,0
2705,2705,65,13/01/2016,75000.0,0,1,0
2706,2706,49,18/10/2016,90000.0,1,0,0
2707,2707,63,26/11/2017,65000.0,1,0,0
2708,2708,48,16/08/2017,59000.0,1,0,0
2709,2709,43,26/07/2018,54000.0,0,1,0
2710,2710,26,08/05/2015,39000.0,0,1,0
2711,2711,34,21/11/2017,49000.0,1,0,0
2712,2712,65,18/01/2016,75000.0,1,0,0
2713,2713,72,14/02/2016,71000.0,1,0,0
2714,2714,58,31/03/2016,64000.0,1,0,0
2715,2715,70,13/09/2015,80000.0,1,0,0
2718,2718,74,12/05/2018,54000.0,1,0,0
2719,2719,31,08/11/2016,59000.0,1,0,0
2720,2720,62,04/10/2017,79000.0,0,1,0
2721,2721,21,07/12/2017,60000.0,1,0,0
2722,2722,50,15/02/2017,64000.0,0,1,0
2723,2723,63,16/10/2017,62000.0,1,0,0
2725,2725,43,11/03/2018,57000.0,1,0,0
2726,2726,57,30/07/2017,97000.0,1,0,0
2728,2728,69,16/10/2017,45000.0,0,1,0
2729,2729,51,22/05/2018,54000.0,1,0,0
2730,2730,53,10/02/2016,89000.0,0,1,0
2731,2731,52,21/06/2017,81000.0,1,0,0
2732,2732,57,27/06/2018,61000.0,1,0,0
2733,2733,88,30/01/2017,57000.0,0,1,0
2734,2734,79,31/08/2015,114000.0,0,1,0
2735,2735,60,21/07/2016,94000.0,1,0,0
2737,2737,41,21/08/2017,67000.0,0,1,0
2738,2738,22,28/09/2016,43000.0,1,0,0
2739,2739,52,03/01/2018,82000.0,0,1,0
2740,2740,58,02/12/2013,95000.0,0,1,0
2741,2741,69,03/04/2016,87000.0,1,0,0
2742,2742,44,12/04/2016,66000.0,0,1,0
2743,2743,52,25/09/2017,113000.0,1,0,0
2744,2744,46,24/10/2017,91000.0,0,0,1
2745,2745,49,14/05/2018,114000.0,0,1,0
2746,2746,47,21/08/2017,62000.0,1,0,0
2748,2748,53,21/08/2015,40000.0,1,0,0
2749,2749,59,25/08/2017,68000.0,0,1,0
2750,2750,34,18/04/2014,67000.0,0,1,0
2752,2752,67,03/07/2018,57000.0,0,1,0
2753,2753,43,30/06/2017,94000.0,1,0,0
2754,2754,64,12/08/2017,57000.0,0,1,0
2755,2755,55,25/04/2018,56000.0,1,0,0
2756,2756,67,04/07/2018,113000.0,1,0,0
2757,2757,18,15/11/2016,53000.0,0,1,0
2758,2758,51,29/06/2018,35000.0,0,1,0
2759,2759,38,09/08/2017,38000.0,0,1,0
2761,2761,27,03/06/2017,74000.0,0,1,0
2763,2763,27,10/10/2013,50000.0,0,1,0
2766,2766,25,14/10/2013,74000.0,0,1,0
2767,2767,56,23/11/2016,84000.0,1,0,0
2768,2768,61,16/09/2017,96000.0,1,0,0
2769,2769,57,10/10/2015,87000.0,1,0,0
2770,2770,66,06/09/2016,108000.0,1,0,0
2772,2772,70,16/05/2016,51000.0,0,1,0
2773,2773,65,15/01/2018,36000.0,1,0,0
2774,2774,60,08/07/2016,54000.0,1,0,0
2775,2775,64,15/04/2016,115000.0,1,0,0
2776,2776,53,25/10/2017,55000.0,0,1,0
2777,2777,27,05/09/2016,34000.0,0,1,0
2778,2778,62,18/06/2016,77000.0,1,0,0
2780,2780,20,22/01/2015,33000.0,0,1,0
2781,2781,82,21/06/2018,53000.0,1,0,0
2782,2782,59,23/08/2017,38000.0,0,1,0
2785,2785,32,12/03/2017,68000.0,1,0,0
2786,2786,86,14/02/2018,55000.0,0,1,0
2787,2787,90,07/10/2017,101000.0,1,0,0
2788,2788,24,23/06/2018,62000.0,0,1,0
2790,2790,54,28/03/2016,63000.0,1,0,0
2791,2791,65,01/08/2017,48000.0,0,1,0
2792,2792,85,29/05/2016,97000.0,1,0,0
2793,2793,79,26/10/2016,71000.0,0,1,0
2794,2794,55,03/01/2018,83000.0,1,0,0
2795,2795,54,31/12/2017,37000.0,0,1,0
2797,2797,56,09/05/2018,54000.0,0,1,0
2799,2799,28,27/12/2017,46000.0,0,1,0
2800,2800,60,11/12/2017,88000.0,1,0,0
2801,2801,20,18/05/2018,74000.0,0,1,0
2802,2802,66,09/08/2017,49000.0,1,0,0
2803,2803,65,20/11/2017,63000.0,1,0,0
2804,2804,48,20/12/2017,71000.0,1,0,0
2805,2805,43,14/12/2017,46000.0,0,1,0
2806,2806,69,10/04/2018,33000.0,0,1,0
2807,2807,75,13/05/2018,60000.0,0,1,0
2808,2808,59,12/08/2017,68000.0,0,1,0
2809,2809,46,10/07/2018,35000.0,0,1,0
2811,2811,33,16/07/2014,49000.0,0,1,0
2812,2812,59,09/03/2017,77000.0,1,0,0
2813,2813,73,21/01/2018,105000.0,0,1,0
2814,2814,26,21/09/2015,37000.0,0,1,0
2816,2816,68,12/07/2017,78000.0,1,0,0
2817,2817,71,20/08/2017,38000.0,0,1,0
2818,2818,53,25/08/2016,75000.0,1,0,0
2819,2819,86,17/04/2017,78000.0,0,1,0
2820,2820,39,03/01/2016,74000.0,0,1,0
2821,2821,55,08/06/2018,39000.0,1,0,0
2822,2822,54,02/12/2015,79000.0,1,0,0
2823,2823,34,23/04/2015,52000.0,1,0,0
2824,2824,54,31/03/2016,99000.0,0,1,0
2825,2825,63,31/10/2017,32000.0,0,1,0
2826,2826,74,09/12/2016,67000.0,1,0,0
2827,2827,68,10/11/2015,74000.0,0,1,0
2828,2828,69,24/01/2018,30000.0,0,1,0
2830,2830,50,11/09/2017,81000.0,1,0,0
2831,2831,78,12/10/2017,31000.0,1,0,0
2832,2832,40,03/02/2018,74000.0,0,1,0
2833,2833,24,13/12/2017,48000.0,0,1,0
2834,2834,54,11/02/2017,89000.0,0,1,0
2835,2835,46,09/01/2018,65000.0,1,0,0
2836,2836,71,08/05/2016,108000.0,1,0,0
2837,2837,50,24/12/2017,59000.0,0,1,0
2838,2838,48,04/12/2017,32000.0,1,0,0
2839,2839,58,09/05/2016,105000.0,1,0,0
2840,2840,34,24/08/2014,50000.0,0,1,0
2841,2841,50,25/01/2015,55000.0,0,1,0
2842,2842,27,10/07/2018,39000.0,0,1,0
2843,2843,41,22/05/2017,63000.0,0,1,0
2844,2844,62,17/10/2017,73000.0,1,0,0
2846,2846,65,22/05/2016,50000.0,1,0,0
2847,2847,89,02/10/2017,104000.0,1,0,0
2848,2848,78,10/08/2017,110000.0,1,0,0
2849,2849,40,23/04/2018,78000.0,1,0,0
2850,2850,66,29/09/2017,33000.0,0,1,0
2851,2851,29,05/05/2018,73000.0,0,1,0
2852,2852,53,21/04/2017,51000.0,0,1,0
2853,2853,23,19/11/2017,41000.0,0,1,0
2854,2854,71,28/11/2016,38000.0,0,1,0
2855,2855,81,15/03/2018,89000.0,1,0,0
2856,2856,45,09/01/2018,44000.0,0,1,0
2858,2858,52,04/07/2018,78000.0,1,0,0
2859,2859,70,04/06/2018,64000.0,0,1,0
2860,2860,32,25/09/2017,39000.0,0,1,0
2861,2861,66,18/01/2016,40000.0,0,1,0
2862,2862,76,18/11/2017,75000.0,0,1,0
2863,2863,52,01/11/2017,47000.0,1,0,0
2865,2865,53,03/03/2016,90000.0,0,1,0
2866,2866,78,05/12/2017,70000.0,0,1,0
2868,2868,67,06/05/2016,60000.0,0,1,0
2869,2869,70,21/06/2017,87000.0,1,0,0
2870,2870,63,22/10/2016,93000.0,0,1,0
2871,2871,69,01/08/2015,55000.0,0,1,0
2872,2872,40,29/10/2017,65000.0,0,1,0
2873,2873,19,31/12/2015,39000.0,1,0,0
2874,2874,50,07/09/2017,90000.0,1,0,0
2875,2875,54,30/03/2017,105000.0,1,0,0
2876,2876,90,25/03/2014,55000.0,0,1,0
2878,2878,79,20/11/2016,42000.0,1,0,0
2880,2880,54,26/06/2014,37000.0,0,1,0
2881,2881,44,05/03/2016,89000.0,0,1,0
2883,2883,62,25/10/2016,86000.0,0,1,0
2884,2884,59,28/03/2016,37000.0,1,0,0
2885,2885,20,15/08/2015,61000.0,0,1,0
2887,2887,63,25/09/2015,96000.0,0,1,0
2888,2888,63,19/09/2017,97000.0,0,1,0
2889,2889,71,24/06/2018,31000.0,1,0,0
2890,2890,41,25/11/2015,56000.0,0,1,0
2892,2892,19,22/11/2017,31000.0,0,1,0
2893,2893,54,26/06/2017,56000.0,0,1,0
2894,2894,51,20/11/2017,51000.0,1,0,0
2895,2895,26,23/10/2015,49000.0,1,0,0
2896,2896,57,09/06/2016,73000.0,0,1,0
2898,2898,57,24/11/2015,93000.0,0,1,0
2899,2899,82,11/08/2015,41000.0,1,0,0
2900,2900,42,11/10/2017,71000.0,1,0,0
2901,2901,55,07/07/2018,75000.0,0,1,0
2902,2902,78,08/06/2016,58000.0,1,0,0
2903,2903,74,12/04/2016,69000.0,0,1,0
2904,2904,54,26/10/2017,48000.0,1,0,0
2905,2905,18,11/08/2017,72000.0,0,1,0
2906,2906,49,24/03/2017,70000.0,1,0,0
2907,2907,56,05/08/2016,43000.0,0,1,0
2909,2909,66,04/11/2014,68000.0,0,1,0
2910,2910,50,01/02/2018,56000.0,0,1,0
2911,2911,48,21/04/2017,68000.0,0,1,0
2912,2912,82,25/03/2018,75000.0,1,0,0
2913,2913,62,15/09/2017,85000.0,0,1,0
2914,2914,37,31/08/2017,70000.0,0,1,0
2915,2915,65,13/08/2016,87000.0,1,0,0
2916,2916,60,29/05/2018,38000.0,0,1,0
2917,2917,68,26/09/2017,50000.0,1,0,0
2918,2918,30,31/12/2017,54000.0,0,1,0
2919,2919,66,05/12/2017,47000.0,1,0,0
2920,2920,55,25/12/2016,62000.0,0,1,0
2921,2921,68,10/12/2015,100000.0,1,0,0
2922,2922,85,21/01/2017,46000.0,0,1,0
2923,2923,68,06/06/2018,111000.0,1,0,0
2924,2924,84,13/02/2016,120000.0,1,0,0
2925,2925,64,29/09/2017,95000.0,1,0,0
2927,2927,77,21/04/2016,35000.0,1,0,0
2929,2929,45,01/02/2015,35000.0,0,1,0
2930,2930,26,08/10/2017,73000.0,1,0,0
2931,2931,37,25/12/2015,65000.0,0,1,0
2932,2932,65,23/02/2018,94000.0,0,1,0
2933,2933,52,03/12/2017,75000.0,1,0,0
2935,2935,58,28/12/2017,70000.0,1,0,0
2936,2936,72,19/12/2015,82000.0,0,1,0
2937,2937,51,24/02/2017,74000.0,1,0,0
2938,2938,26,04/11/2017,53000.0,0,1,0
2939,2939,63,16/12/2017,60000.0,0,1,0
2940,2940,19,29/11/2016,52000.0,0,1,0
2941,2941,44,21/04/2018,40000.0,1,0,0
2942,2942,50,03/08/2015,45000.0,0,1,0
2943,2943,64,10/07/2017,69000.0,1,0,0
2944,2944,45,17/05/2018,57000.0,0,1,0
2945,2945,29,11/12/2016,31000.0,1,0,0
2946,2946,59,23/07/2015,73000.0,0,1,0
2947,2947,79,06/07/2017,83000.0,1,0,0
2948,2948,93,11/08/2017,56000.0,1,0,0
2949,2949,19,03/10/2013,36000.0,0,1,0
2950,2950,49,03/11/2016,45000.0,0,1,0
2952,2952,32,17/10/2017,70000.0,0,1,0
2953,2953,30,25/03/2018,66000.0,0,1,0
2954,2954,63,18/02/2018,59000.0,0,1,0
2955,2955,40,27/08/2017,57000.0,0,1,0
2956,2956,51,03/02/2014,55000.0,0,1,0
2957,2957,55,30/11/2016,41000.0,0,1,0
2958,2958,79,17/11/2016,91000.0,0,1,0
2959,2959,66,13/05/2018,88000.0,0,1,0
2960,2960,23,13/02/2018,43000.0,0,1,0
2961,2961,38,24/03/2014,51000.0,1,0,0
2962,2962,58,15/07/2016,73000.0,1,0,0
2963,2963,77,15/08/2017,94000.0,0,1,0
2964,2964,59,20/04/2018,114000.0,1,0,0
2965,2965,44,10/12/2017,72000.0,1,0,0
2966,2966,48,06/08/2017,71000.0,1,0,0
2967,2967,40,04/02/2018,51000.0,1,0,0
2968,2968,20,18/12/2017,71000.0,0,1,0
2970,2970,57,27/06/2018,34000.0,0,1,0
2971,2971,73,23/06/2017,74000.0,1,0,0
2972,2972,60,17/12/2017,46000.0,0,1,0
2973,2973,37,12/03/2017,83000.0,1,0,0
2974,2974,72,30/12/2014,67000.0,0,1,0
2975,2975,71,07/07/2016,35000.0,1,0,0
2976,2976,36,04/02/2017,44000.0,0,1,0
2977,2977,48,12/10/2015,87000.0,1,0,0
2978,2978,27,11/08/2017,71000.0,1,0,0
2979,2979,39,10/04/2017,69000.0,1,0,0
2980,2980,40,13/11/2017,58000.0,0,1,0
2981,2981,93,12/10/2017,79000.0,1,0,0
2982,2982,51,01/11/2017,84000.0,1,0,0
2984,2984,88,19/11/2017,120000.0,1,0,0
2986,2986,62,29/05/2018,50000.0,1,0,0
2987,2987,32,02/08/2017,68000.0,0,1,0
